sexe,prenom,annee,nombre
2,FADILA,1963,71
2,FADILA,1964,70
2,FADILA,1965,60
2,FADILA,1966,79
2,FADILA,1967,75
2,FADILA,1968,60
2,FADILA,1969,88
2,FADILA,1970,62
2,FADILA,1971,75
2,FADILA,1972,54
2,FADILA,1973,58
2,FADILA,1974,49
2,FADILA,1975,42
2,FADILA,1976,74
2,FADILA,1977,42
2,FADILA,1978,53
2,FADILA,1979,42
2,FADILA,1980,42
2,FADILA,1981,52
2,FADILA,1982,42
2,FADILA,1983,41
2,FADILA,1984,15
2,FADILA,1985,27
2,FADILA,1986,16
2,FADILA,1987,14
2,FADILA,1988,15
2,FADOUA,1986,10
2,FADOUA,1993,10
2,FADWA,1997,10
2,FAIDA,2015,14
2,FAIKA,2016,13
2,FAIKA,2017,10
2,FAINA,2012,14
2,FAINA,2013,11
2,FAINA,2014,15
2,FAINA,2015,21
2,FAINA,2016,21
2,FAINA,2017,18
2,FAINA,2018,22
2,FAINA,2021,17
2,FAINA,2022,16
2,FAITH,2016,14
2,FAITH,2017,12
2,FAIZA,1965,28
2,FAIZA,1967,10
2,FAIZA,1972,18
2,FAIZA,1973,17
2,FAIZA,1974,28
2,FAIZA,1976,18
2,FAIZA,1977,33
2,FAIZA,1978,47
2,FAIZA,1979,38
2,FAIZA,1980,58
2,FAIZA,1981,52
2,FAIZA,1982,48
2,FAIZA,1983,45
2,FAIZA,1984,38
2,FAIZA,1985,32
2,FAIZA,1986,36
2,FAIZA,1987,32
2,FAIZA,1988,33
2,FAIZA,1989,26
2,FAIZA,1990,35
2,FAIZA,1991,23
2,FAIZA,1992,20
2,FAIZA,1993,19
2,FAIZA,1994,30
2,FAIZA,1995,16
2,FAIZA,1996,28
2,FAIZA,1997,13
2,FAIZA,1998,20
2,FAIZA,1999,17
2,FAIZA,2000,29
2,FAIZA,2001,25
2,FAIZA,2002,33
2,FAIZA,2003,31
2,FAIZA,2004,24
2,FAIZA,2005,14
2,FAIZA,2006,18
2,FAIZA,2007,16
2,FAIZA,2009,14
2,FAIZA,2012,18
2,FAIZA,2013,14
2,FAIZA,2014,17
2,FAIZA,2015,15
2,FAIZA,2016,10
2,FAIZA,2019,10
2,FALLONE,2021,11
2,FALLONE,2022,15
2,FALONE,2000,10
2,FANNIE,1992,12
2,FANNIE,1997,11
2,FANNY,1900,103
2,FANNY,1901,117
2,FANNY,1902,98
2,FANNY,1903,87
2,FANNY,1904,88
2,FANNY,1905,82
2,FANNY,1906,96
2,FANNY,1907,110
2,FANNY,1908,110
2,FANNY,1909,99
2,FANNY,1910,82
2,FANNY,1911,75
2,FANNY,1912,74
2,FANNY,1913,65
2,FANNY,1914,60
2,FANNY,1915,42
2,FANNY,1916,36
2,FANNY,1917,25
2,FANNY,1918,17
2,FANNY,1919,32
2,FANNY,1920,45
2,FANNY,1921,44
2,FANNY,1922,46
2,FANNY,1923,41
2,FANNY,1924,32
2,FANNY,1925,37
2,FANNY,1926,32
2,FANNY,1927,38
2,FANNY,1928,45
2,FANNY,1929,43
2,FANNY,1930,38
2,FANNY,1931,31
2,FANNY,1932,31
2,FANNY,1933,48
2,FANNY,1934,49
2,FANNY,1935,38
2,FANNY,1936,26
2,FANNY,1937,21
2,FANNY,1938,32
2,FANNY,1939,22
2,FANNY,1941,10
2,FANNY,1942,12
2,FANNY,1946,21
2,FANNY,1947,17
2,FANNY,1948,11
2,FANNY,1949,35
2,FANNY,1950,16
2,FANNY,1951,22
2,FANNY,1952,20
2,FANNY,1953,25
2,FANNY,1954,20
2,FANNY,1955,19
2,FANNY,1956,28
2,FANNY,1957,26
2,FANNY,1958,24
2,FANNY,1959,40
2,FANNY,1960,45
2,FANNY,1961,35
2,FANNY,1962,34
2,FANNY,1963,48
2,FANNY,1964,62
2,FANNY,1965,58
2,FANNY,1966,68
2,FANNY,1967,101
2,FANNY,1968,101
2,FANNY,1969,181
2,FANNY,1970,239
2,FANNY,1971,396
2,FANNY,1972,572
2,FANNY,1973,788
2,FANNY,1974,1011
2,FANNY,1975,1091
2,FANNY,1976,1458
2,FANNY,1977,2145
2,FANNY,1978,1662
2,FANNY,1979,1806
2,FANNY,1980,2084
2,FANNY,1981,2025
2,FANNY,1982,2410
2,FANNY,1983,2556
2,FANNY,1984,2817
2,FANNY,1985,3130
2,FANNY,1986,3089
2,FANNY,1987,3306
2,FANNY,1988,3025
2,FANNY,1989,3159
2,FANNY,1990,3042
2,FANNY,1991,2764
2,FANNY,1992,2837
2,FANNY,1993,2456
2,FANNY,1994,2378
2,FANNY,1995,2176
2,FANNY,1996,1881
2,FANNY,1997,1737
2,FANNY,1998,1541
2,FANNY,1999,1493
2,FANNY,2000,1556
2,FANNY,2001,1456
2,FANNY,2002,1262
2,FANNY,2003,1175
2,FANNY,2004,1064
2,FANNY,2005,943
2,FANNY,2006,806
2,FANNY,2007,661
2,FANNY,2008,595
2,FANNY,2009,550
2,FANNY,2010,465
2,FANNY,2011,363
2,FANNY,2012,325
2,FANNY,2013,282
2,FANNY,2014,245
2,FANNY,2015,228
2,FANNY,2016,229
2,FANNY,2017,132
2,FANNY,2018,118
2,FANNY,2019,78
2,FANNY,2020,61
2,FANNY,2021,43
2,FANNY,2022,27
2,FANTA,1976,11
2,FANTA,1981,14
2,FANTA,1982,10
2,FANTA,1983,14
2,FANTA,1984,22
2,FANTA,1985,21
2,FANTA,1986,27
2,FANTA,1987,14
2,FANTA,1988,21
2,FANTA,1989,19
2,FANTA,1990,20
2,FANTA,1991,22
2,FANTA,1992,23
2,FANTA,1993,34
2,FANTA,1994,37
2,FANTA,1995,24
2,FANTA,1996,29
2,FANTA,1997,28
2,FANTA,1998,22
2,FANTA,1999,25
2,FANTA,2000,33
2,FANTA,2001,44
2,FANTA,2002,43
2,FANTA,2003,51
2,FANTA,2004,51
2,FANTA,2005,66
2,FANTA,2006,62
2,FANTA,2007,55
2,FANTA,2008,72
2,FANTA,2009,70
2,FANTA,2010,49
2,FANTA,2011,67
2,FANTA,2012,54
2,FANTA,2013,55
2,FANTA,2014,78
2,FANTA,2015,59
2,FANTA,2016,69
2,FANTA,2017,81
2,FANTA,2018,85
2,FANTA,2019,97
2,FANTA,2020,81
2,FANTA,2021,123
2,FANTA,2022,143
2,FANTINE,1997,11
2,FANTINE,1998,10
2,FANTINE,1999,22
2,FANTINE,2000,23
2,FANTINE,2001,63
2,FANTINE,2002,61
2,FANTINE,2003,82
2,FANTINE,2004,92
2,FANTINE,2005,100
2,FANTINE,2006,114
2,FANTINE,2007,142
2,FANTINE,2008,103
2,FANTINE,2009,103
2,FANTINE,2010,86
2,FANTINE,2011,73
2,FANTINE,2012,94
2,FANTINE,2013,57
2,FANTINE,2014,41
2,FANTINE,2015,34
2,FANTINE,2016,23
2,FANTINE,2017,35
2,FANTINE,2018,10
2,FANTINE,2019,10
2,FANY,1973,12
2,FANY,1976,14
2,FANY,1978,10
2,FANY,1985,15
2,FANY,1987,13
2,FANY,1988,19
2,FANY,1989,10
2,FANY,1995,20
2,FANY,1996,15
2,FANY,1999,18
2,FANY,2000,18
2,FANY,2002,15
2,FANY,2006,16
2,FANY,2008,10
2,FARAH,1975,12
2,FARAH,1978,24
2,FARAH,1979,31
2,FARAH,1980,44
2,FARAH,1981,60
2,FARAH,1982,53
2,FARAH,1983,53
2,FARAH,1984,48
2,FARAH,1985,57
2,FARAH,1986,70
2,FARAH,1987,72
2,FARAH,1988,105
2,FARAH,1989,144
2,FARAH,1990,151
2,FARAH,1991,131
2,FARAH,1992,140
2,FARAH,1993,179
2,FARAH,1994,163
2,FARAH,1995,156
2,FARAH,1996,146
2,FARAH,1997,186
2,FARAH,1998,195
2,FARAH,1999,190
2,FARAH,2000,194
2,FARAH,2001,223
2,FARAH,2002,219
2,FARAH,2003,217
2,FARAH,2004,239
2,FARAH,2005,206
2,FARAH,2006,260
2,FARAH,2007,284
2,FARAH,2008,283
2,FARAH,2009,382
2,FARAH,2010,335
2,FARAH,2011,311
2,FARAH,2012,308
2,FARAH,2013,278
2,FARAH,2014,220
2,FARAH,2015,232
2,FARAH,2016,195
2,FARAH,2017,187
2,FARAH,2018,164
2,FARAH,2019,122
2,FARAH,2020,109
2,FARAH,2021,78
2,FARAH,2022,105
2,FARIDA,1950,18
2,FARIDA,1951,23
2,FARIDA,1952,24
2,FARIDA,1953,40
2,FARIDA,1954,50
2,FARIDA,1955,80
2,FARIDA,1956,95
2,FARIDA,1957,121
2,FARIDA,1958,118
2,FARIDA,1959,127
2,FARIDA,1960,177
2,FARIDA,1961,162
2,FARIDA,1962,188
2,FARIDA,1963,227
2,FARIDA,1964,267
2,FARIDA,1965,289
2,FARIDA,1966,316
2,FARIDA,1967,275
2,FARIDA,1968,272
2,FARIDA,1969,262
2,FARIDA,1970,286
2,FARIDA,1971,290
2,FARIDA,1972,270
2,FARIDA,1973,258
2,FARIDA,1974,225
2,FARIDA,1975,252
2,FARIDA,1976,195
2,FARIDA,1977,189
2,FARIDA,1978,197
2,FARIDA,1979,195
2,FARIDA,1980,158
2,FARIDA,1981,163
2,FARIDA,1982,165
2,FARIDA,1983,149
2,FARIDA,1984,102
2,FARIDA,1985,82
2,FARIDA,1986,78
2,FARIDA,1987,41
2,FARIDA,1988,24
2,FARIDA,1989,30
2,FARIDA,1990,21
2,FARIDA,1991,24
2,FARIDA,1992,18
2,FARIDA,1994,16
2,FARIDA,1995,15
2,FARIDA,2001,13
2,FARNA,2022,10
2,FARRAH,1990,11
2,FARRAH,1998,11
2,FATEN,1977,11
2,FATEN,1978,13
2,FATEN,1979,12
2,FATEN,1980,10
2,FATEN,1982,14
2,FATEN,1983,13
2,FATEN,1984,18
2,FATEN,1985,13
2,FATHIA,1963,11
2,FATHIA,1966,15
2,FATHIA,1976,10
2,FATHIA,1982,11
2,FATHIA,1983,10
2,FATIHA,1952,11
2,FATIHA,1953,16
2,FATIHA,1954,32
2,FATIHA,1955,50
2,FATIHA,1956,61
2,FATIHA,1957,55
2,FATIHA,1958,70
2,FATIHA,1959,72
2,FATIHA,1960,90
2,FATIHA,1961,141
2,FATIHA,1962,134
2,FATIHA,1963,165
2,FATIHA,1964,228
2,FATIHA,1965,250
2,FATIHA,1966,256
2,FATIHA,1967,262
2,FATIHA,1968,247
2,FATIHA,1969,244
2,FATIHA,1970,242
2,FATIHA,1971,278
2,FATIHA,1972,249
2,FATIHA,1973,276
2,FATIHA,1974,275
2,FATIHA,1975,243
2,FATIHA,1976,245
2,FATIHA,1977,223
2,FATIHA,1978,207
2,FATIHA,1979,230
2,FATIHA,1980,205
2,FATIHA,1981,211
2,FATIHA,1982,222
2,FATIHA,1983,225
2,FATIHA,1984,146
2,FATIHA,1985,163
2,FATIHA,1986,133
2,FATIHA,1987,101
2,FATIHA,1988,87
2,FATIHA,1989,94
2,FATIHA,1990,71
2,FATIHA,1991,41
2,FATIHA,1992,39
2,FATIHA,1993,25
2,FATIHA,1994,29
2,FATIHA,1995,12
2,FATIHA,1996,15
2,FATIHA,1997,12
2,FATIHA,1998,15
2,FATIHA,1999,16
2,FATIHA,2002,22
2,FATIHA,2005,10
2,FATIHA,2006,17
2,FATIHA,2009,23
2,FATIHA,2010,18
2,FATIHA,2015,11
2,FATIHA,2016,17
2,FATIHA,2018,14
2,FATIHA,2019,16
2,FATIHA,2020,14
2,FATIHA,2022,11
2,FATIM,2005,18
2,FATIM,2010,10
2,FATIM,2011,15
2,FATIM,2014,19
2,FATIM,2016,21
2,FATIM,2017,35
2,FATIM,2018,23
2,FATIM,2019,30
2,FATIM,2020,29
2,FATIM,2021,28
2,FATIM,2022,24
2,FATIMA,1945,19
2,FATIMA,1946,27
2,FATIMA,1947,32
2,FATIMA,1948,34
2,FATIMA,1949,69
2,FATIMA,1950,65
2,FATIMA,1951,92
2,FATIMA,1952,123
2,FATIMA,1953,103
2,FATIMA,1954,137
2,FATIMA,1955,198
2,FATIMA,1956,215
2,FATIMA,1957,214
2,FATIMA,1958,183
2,FATIMA,1959,240
2,FATIMA,1960,297
2,FATIMA,1961,335
2,FATIMA,1962,312
2,FATIMA,1963,389
2,FATIMA,1964,428
2,FATIMA,1965,426
2,FATIMA,1966,475
2,FATIMA,1967,529
2,FATIMA,1968,556
2,FATIMA,1969,567
2,FATIMA,1970,544
2,FATIMA,1971,645
2,FATIMA,1972,669
2,FATIMA,1973,610
2,FATIMA,1974,614
2,FATIMA,1975,580
2,FATIMA,1976,560
2,FATIMA,1977,611
2,FATIMA,1978,517
2,FATIMA,1979,548
2,FATIMA,1980,579
2,FATIMA,1981,540
2,FATIMA,1982,598
2,FATIMA,1983,643
2,FATIMA,1984,604
2,FATIMA,1985,515
2,FATIMA,1986,521
2,FATIMA,1987,420
2,FATIMA,1988,376
2,FATIMA,1989,410
2,FATIMA,1990,404
2,FATIMA,1991,310
2,FATIMA,1992,281
2,FATIMA,1993,256
2,FATIMA,1994,262
2,FATIMA,1995,204
2,FATIMA,1996,185
2,FATIMA,1997,141
2,FATIMA,1998,169
2,FATIMA,1999,170
2,FATIMA,2000,162
2,FATIMA,2001,185
2,FATIMA,2002,175
2,FATIMA,2003,197
2,FATIMA,2004,186
2,FATIMA,2005,204
2,FATIMA,2006,195
2,FATIMA,2007,228
2,FATIMA,2008,255
2,FATIMA,2009,205
2,FATIMA,2010,290
2,FATIMA,2011,249
2,FATIMA,2012,287
2,FATIMA,2013,343
2,FATIMA,2014,349
2,FATIMA,2015,371
2,FATIMA,2016,385
2,FATIMA,2017,401
2,FATIMA,2018,421
2,FATIMA,2019,439
2,FATIMA,2020,420
2,FATIMA,2021,415
2,FATIMA,2022,459
2,FATIMA-ZAHRA,2006,11
2,FATIMA-ZAHRA,2008,15
2,FATIMA-ZAHRA,2009,34
2,FATIMA-ZAHRA,2010,18
2,FATIMA-ZAHRA,2011,17
2,FATIMA-ZAHRA,2012,21
2,FATIMA-ZAHRA,2013,35
2,FATIMA-ZAHRA,2014,35
2,FATIMA-ZAHRA,2015,38
2,FATIMA-ZAHRA,2016,31
2,FATIMA-ZAHRA,2017,23
2,FATIMA-ZAHRA,2018,29
2,FATIMA-ZAHRA,2019,25
2,FATIMA-ZAHRA,2020,40
2,FATIMA-ZAHRA,2021,25
2,FATIMA-ZAHRA,2022,35
2,FATIMA-ZOHRA,2003,13
2,FATIMA-ZOHRA,2004,23
2,FATIMA-ZOHRA,2005,11
2,FATIMA-ZOHRA,2006,14
2,FATIMA-ZOHRA,2009,10
2,FATIMATA,1977,10
2,FATIMATA,1978,19
2,FATIMATA,1980,21
2,FATIMATA,1981,19
2,FATIMATA,1982,31
2,FATIMATA,1983,44
2,FATIMATA,1984,40
2,FATIMATA,1985,41
2,FATIMATA,1986,34
2,FATIMATA,1987,22
2,FATIMATA,1988,30
2,FATIMATA,1989,20
2,FATIMATA,1990,23
2,FATIMATA,1991,21
2,FATIMATA,1992,10
2,FATIMATA,1993,21
2,FATIMATA,1996,19
2,FATIMATA,1999,14
2,FATIMATA,2002,22
2,FATIMATA,2003,23
2,FATIMATA,2004,16
2,FATIMATA,2005,18
2,FATIMATA,2006,22
2,FATIMATA,2007,20
2,FATIMATA,2008,27
2,FATIMATA,2009,26
2,FATIMATA,2010,30
2,FATIMATA,2011,24
2,FATIMATA,2012,32
2,FATIMATA,2013,23
2,FATIMATA,2014,24
2,FATIMATA,2015,56
2,FATIMATA,2016,24
2,FATIMATA,2017,29
2,FATIMATA,2018,46
2,FATIMATA,2019,37
2,FATIMATA,2020,42
2,FATIMATA,2021,26
2,FATIMATA,2022,41
2,FATMA,1951,13
2,FATMA,1952,13
2,FATMA,1953,18
2,FATMA,1954,26
2,FATMA,1955,48
2,FATMA,1956,42
2,FATMA,1957,43
2,FATMA,1958,52
2,FATMA,1959,58
2,FATMA,1960,59
2,FATMA,1961,99
2,FATMA,1962,82
2,FATMA,1963,91
2,FATMA,1964,96
2,FATMA,1965,101
2,FATMA,1966,102
2,FATMA,1967,93
2,FATMA,1968,108
2,FATMA,1969,99
2,FATMA,1970,77
2,FATMA,1971,91
2,FATMA,1972,92
2,FATMA,1973,84
2,FATMA,1974,81
2,FATMA,1975,81
2,FATMA,1976,77
2,FATMA,1977,103
2,FATMA,1978,83
2,FATMA,1979,93
2,FATMA,1980,78
2,FATMA,1981,118
2,FATMA,1982,114
2,FATMA,1983,119
2,FATMA,1984,101
2,FATMA,1985,96
2,FATMA,1986,66
2,FATMA,1987,63
2,FATMA,1988,72
2,FATMA,1989,84
2,FATMA,1990,66
2,FATMA,1991,61
2,FATMA,1992,63
2,FATMA,1993,74
2,FATMA,1994,43
2,FATMA,1995,44
2,FATMA,1996,42
2,FATMA,1997,27
2,FATMA,1998,46
2,FATMA,1999,30
2,FATMA,2000,35
2,FATMA,2001,39
2,FATMA,2002,67
2,FATMA,2003,53
2,FATMA,2004,49
2,FATMA,2005,49
2,FATMA,2006,46
2,FATMA,2007,32
2,FATMA,2008,50
2,FATMA,2009,39
2,FATMA,2010,75
2,FATMA,2011,55
2,FATMA,2012,46
2,FATMA,2013,67
2,FATMA,2014,61
2,FATMA,2015,73
2,FATMA,2016,34
2,FATMA,2017,46
2,FATMA,2018,48
2,FATMA,2019,41
2,FATMA,2020,34
2,FATMA,2021,41
2,FATMA,2022,44
2,FATNA,1961,10
2,FATNA,1964,14
2,FATNA,1965,16
2,FATNA,1966,10
2,FATNA,1967,13
2,FATNA,1969,18
2,FATNA,1972,19
2,FATNA,1973,10
2,FATNA,1975,14
2,FATNA,1977,11
2,FATNA,1980,11
2,FATNA,1985,16
2,FATOU,1977,14
2,FATOU,1978,11
2,FATOU,1980,21
2,FATOU,1981,15
2,FATOU,1982,16
2,FATOU,1983,20
2,FATOU,1984,25
2,FATOU,1985,32
2,FATOU,1986,12
2,FATOU,1987,15
2,FATOU,1988,14
2,FATOU,1989,22
2,FATOU,1990,28
2,FATOU,1991,22
2,FATOU,1992,17
2,FATOU,1993,39
2,FATOU,1994,16
2,FATOU,1995,26
2,FATOU,1996,17
2,FATOU,1997,30
2,FATOU,1998,17
2,FATOU,1999,36
2,FATOU,2000,50
2,FATOU,2001,50
2,FATOU,2002,48
2,FATOU,2003,44
2,FATOU,2004,47
2,FATOU,2005,53
2,FATOU,2006,34
2,FATOU,2007,41
2,FATOU,2008,48
2,FATOU,2009,64
2,FATOU,2010,44
2,FATOU,2011,51
2,FATOU,2012,58
2,FATOU,2013,34
2,FATOU,2014,50
2,FATOU,2015,57
2,FATOU,2016,57
2,FATOU,2017,66
2,FATOU,2018,97
2,FATOU,2019,82
2,FATOU,2020,102
2,FATOU,2021,61
2,FATOU,2022,101
2,FATOUMA,1982,12
2,FATOUMA,1983,23
2,FATOUMA,1984,15
2,FATOUMA,1985,14
2,FATOUMA,1986,15
2,FATOUMA,1988,22
2,FATOUMA,1989,14
2,FATOUMA,1991,18
2,FATOUMA,1992,19
2,FATOUMA,1993,13
2,FATOUMA,1994,11
2,FATOUMA,1995,22
2,FATOUMA,1996,11
2,FATOUMA,1997,15
2,FATOUMA,1998,15
2,FATOUMA,1999,11
2,FATOUMA,2000,15
2,FATOUMA,2001,14
2,FATOUMA,2003,16
2,FATOUMA,2005,19
2,FATOUMA,2007,11
2,FATOUMA,2011,11
2,FATOUMA,2017,13
2,FATOUMA,2018,14
2,FATOUMA,2020,15
2,FATOUMA,2021,12
2,FATOUMATA,1973,14
2,FATOUMATA,1974,17
2,FATOUMATA,1975,22
2,FATOUMATA,1976,27
2,FATOUMATA,1977,23
2,FATOUMATA,1978,29
2,FATOUMATA,1979,43
2,FATOUMATA,1980,76
2,FATOUMATA,1981,86
2,FATOUMATA,1982,113
2,FATOUMATA,1983,138
2,FATOUMATA,1984,157
2,FATOUMATA,1985,147
2,FATOUMATA,1986,155
2,FATOUMATA,1987,186
2,FATOUMATA,1988,164
2,FATOUMATA,1989,178
2,FATOUMATA,1990,169
2,FATOUMATA,1991,152
2,FATOUMATA,1992,145
2,FATOUMATA,1993,154
2,FATOUMATA,1994,185
2,FATOUMATA,1995,156
2,FATOUMATA,1996,142
2,FATOUMATA,1997,139
2,FATOUMATA,1998,135
2,FATOUMATA,1999,159
2,FATOUMATA,2000,178
2,FATOUMATA,2001,211
2,FATOUMATA,2002,206
2,FATOUMATA,2003,255
2,FATOUMATA,2004,232
2,FATOUMATA,2005,254
2,FATOUMATA,2006,235
2,FATOUMATA,2007,216
2,FATOUMATA,2008,239
2,FATOUMATA,2009,202
2,FATOUMATA,2010,270
2,FATOUMATA,2011,273
2,FATOUMATA,2012,247
2,FATOUMATA,2013,266
2,FATOUMATA,2014,240
2,FATOUMATA,2015,242
2,FATOUMATA,2016,270
2,FATOUMATA,2017,255
2,FATOUMATA,2018,317
2,FATOUMATA,2019,326
2,FATOUMATA,2020,336
2,FATOUMATA,2021,394
2,FATOUMATA,2022,463
2,FATY,2020,10
2,FAUSTINE,1904,11
2,FAUSTINE,1906,13
2,FAUSTINE,1910,11
2,FAUSTINE,1911,11
2,FAUSTINE,1913,13
2,FAUSTINE,1918,11
2,FAUSTINE,1919,10
2,FAUSTINE,1922,13
2,FAUSTINE,1932,10
2,FAUSTINE,1978,29
2,FAUSTINE,1979,29
2,FAUSTINE,1980,35
2,FAUSTINE,1981,136
2,FAUSTINE,1982,85
2,FAUSTINE,1983,84
2,FAUSTINE,1984,98
2,FAUSTINE,1985,63
2,FAUSTINE,1986,105
2,FAUSTINE,1987,127
2,FAUSTINE,1988,104
2,FAUSTINE,1989,120
2,FAUSTINE,1990,159
2,FAUSTINE,1991,206
2,FAUSTINE,1992,216
2,FAUSTINE,1993,214
2,FAUSTINE,1994,210
2,FAUSTINE,1995,222
2,FAUSTINE,1996,212
2,FAUSTINE,1997,290
2,FAUSTINE,1998,341
2,FAUSTINE,1999,254
2,FAUSTINE,2000,283
2,FAUSTINE,2001,295
2,FAUSTINE,2002,334
2,FAUSTINE,2003,409
2,FAUSTINE,2004,412
2,FAUSTINE,2005,545
2,FAUSTINE,2006,622
2,FAUSTINE,2007,842
2,FAUSTINE,2008,1004
2,FAUSTINE,2009,988
2,FAUSTINE,2010,1053
2,FAUSTINE,2011,981
2,FAUSTINE,2012,851
2,FAUSTINE,2013,809
2,FAUSTINE,2014,873
2,FAUSTINE,2015,827
2,FAUSTINE,2016,841
2,FAUSTINE,2017,736
2,FAUSTINE,2018,652
2,FAUSTINE,2019,522
2,FAUSTINE,2020,509
2,FAUSTINE,2021,529
2,FAUSTINE,2022,395
2,FAZIA,1967,12
2,FAZLA,2016,11
2,FELICIA,1900,13
2,FELICIA,1901,14
2,FELICIA,1902,15
2,FELICIA,1903,19
2,FELICIA,1904,14
2,FELICIA,1905,18
2,FELICIA,1906,31
2,FELICIA,1907,22
2,FELICIA,1908,21
2,FELICIA,1910,11
2,FELICIA,1911,24
2,FELICIA,1912,16
2,FELICIA,1913,11
2,FELICIA,1914,19
2,FELICIA,1915,10
2,FELICIA,1920,17
2,FELICIA,1921,22
2,FELICIA,1924,13
2,FELICIA,1925,15
2,FELICIA,1926,21
2,FELICIA,1927,11
2,FELICIA,1928,19
2,FELICIA,1930,11
2,FELICIA,1931,14
2,FELICIA,1933,11
2,FELICIA,1992,20
2,FELICIA,1993,60
2,FELICIA,1994,52
2,FELICIA,1995,25
2,FELICIA,1996,16
2,FELICIA,1997,21
2,FELICIA,1998,11
2,FELICIA,1999,14
2,FELICIA,2000,48
2,FELICIA,2001,17
2,FELICIA,2002,15
2,FELICIA,2003,15
2,FELICIA,2004,25
2,FELICIA,2005,15
2,FELICIA,2006,25
2,FELICIA,2007,22
2,FELICIA,2008,27
2,FELICIA,2012,13
2,FELICIA,2016,12
2,FELICIA,2018,12
2,FELICIE,1900,389
2,FELICIE,1901,414
2,FELICIE,1902,436
2,FELICIE,1903,394
2,FELICIE,1904,403
2,FELICIE,1905,411
2,FELICIE,1906,335
2,FELICIE,1907,361
2,FELICIE,1908,398
2,FELICIE,1909,321
2,FELICIE,1910,312
2,FELICIE,1911,297
2,FELICIE,1912,307
2,FELICIE,1913,278
2,FELICIE,1914,244
2,FELICIE,1915,152
2,FELICIE,1916,94
2,FELICIE,1917,120
2,FELICIE,1918,94
2,FELICIE,1919,120
2,FELICIE,1920,201
2,FELICIE,1921,169
2,FELICIE,1922,151
2,FELICIE,1923,124
2,FELICIE,1924,117
2,FELICIE,1925,130
2,FELICIE,1926,120
2,FELICIE,1927,86
2,FELICIE,1928,84
2,FELICIE,1929,96
2,FELICIE,1930,85
2,FELICIE,1931,103
2,FELICIE,1932,68
2,FELICIE,1933,49
2,FELICIE,1934,46
2,FELICIE,1935,36
2,FELICIE,1936,26
2,FELICIE,1937,27
2,FELICIE,1938,31
2,FELICIE,1939,28
2,FELICIE,1940,36
2,FELICIE,1941,21
2,FELICIE,1943,10
2,FELICIE,1944,15
2,FELICIE,1947,12
2,FELICIE,1956,13
2,FELICIE,1994,11
2,FELICIE,1996,30
2,FELICIE,1997,12
2,FELICIE,1998,16
2,FELICIE,1999,17
2,FELICIE,2000,23
2,FELICIE,2001,48
2,FELICIE,2002,40
2,FELICIE,2003,31
2,FELICIE,2004,36
2,FELICIE,2005,43
2,FELICIE,2006,50
2,FELICIE,2007,49
2,FELICIE,2008,25
2,FELICIE,2009,40
2,FELICIE,2010,16
2,FELICIE,2011,29
2,FELICIE,2012,25
2,FELICIE,2013,15
2,FELICIE,2014,22
2,FELICIE,2015,20
2,FELICIE,2016,26
2,FELICIE,2017,27
2,FELICIE,2018,39
2,FELICIE,2019,18
2,FELICIE,2020,23
2,FELICIE,2021,27
2,FELICIE,2022,24
2,FELICIENNE,1900,12
2,FELICIENNE,1901,21
2,FELICIENNE,1902,19
2,FELICIENNE,1903,18
2,FELICIENNE,1904,19
2,FELICIENNE,1905,24
2,FELICIENNE,1906,20
2,FELICIENNE,1907,23
2,FELICIENNE,1908,32
2,FELICIENNE,1909,20
2,FELICIENNE,1910,27
2,FELICIENNE,1911,26
2,FELICIENNE,1912,36
2,FELICIENNE,1913,27
2,FELICIENNE,1914,27
2,FELICIENNE,1915,17
2,FELICIENNE,1916,21
2,FELICIENNE,1917,17
2,FELICIENNE,1918,14
2,FELICIENNE,1919,15
2,FELICIENNE,1920,29
2,FELICIENNE,1921,33
2,FELICIENNE,1922,20
2,FELICIENNE,1923,39
2,FELICIENNE,1924,15
2,FELICIENNE,1925,23
2,FELICIENNE,1926,29
2,FELICIENNE,1927,27
2,FELICIENNE,1928,25
2,FELICIENNE,1929,26
2,FELICIENNE,1931,15
2,FELICIENNE,1932,10
2,FELICIENNE,1933,20
2,FELICIENNE,1934,12
2,FELICIENNE,1937,13
2,FELICIENNE,1938,14
2,FELICIENNE,1939,14
2,FELICIENNE,1940,10
2,FELICIENNE,1941,17
2,FELICIENNE,1945,16
2,FELICIENNE,1947,11
2,FELICIENNE,1948,16
2,FELICIENNE,1949,11
2,FELICIENNE,1950,20
2,FELICIENNE,1951,10
2,FELICIENNE,1952,10
2,FELICIENNE,1953,11
2,FELICIENNE,1954,11
2,FELICIENNE,1959,10
2,FELICIENNE,1962,10
2,FELICITE,1900,94
2,FELICITE,1901,87
2,FELICITE,1902,79
2,FELICITE,1903,81
2,FELICITE,1904,76
2,FELICITE,1905,82
2,FELICITE,1906,88
2,FELICITE,1907,98
2,FELICITE,1908,102
2,FELICITE,1909,82
2,FELICITE,1910,86
2,FELICITE,1911,77
2,FELICITE,1912,72
2,FELICITE,1913,70
2,FELICITE,1914,80
2,FELICITE,1915,51
2,FELICITE,1916,46
2,FELICITE,1917,37
2,FELICITE,1918,33
2,FELICITE,1919,48
2,FELICITE,1920,65
2,FELICITE,1921,62
2,FELICITE,1922,35
2,FELICITE,1923,53
2,FELICITE,1924,47
2,FELICITE,1925,49
2,FELICITE,1926,38
2,FELICITE,1927,34
