sexe,prenom,annee,nombre
1,BRENDAN,1984,14
1,BRENDAN,1985,19
1,BRENDAN,1986,14
1,BRENDAN,1987,27
1,BRENDAN,1988,49
1,BRENDAN,1989,46
1,BRENDAN,1990,45
1,BRENDAN,1991,44
1,BRENDAN,1992,45
1,BRENDAN,1993,63
1,BRENDAN,1994,62
1,BRENDAN,1995,62
1,BRENDAN,1996,70
1,BRENDAN,1997,55
1,BRENDAN,1998,68
1,BRENDAN,1999,43
1,BRENDAN,2000,61
1,BRENDAN,2001,42
1,BRENDAN,2002,36
1,BRENDAN,2003,31
1,BRENDAN,2004,21
1,BRENDAN,2005,17
1,BRENDAN,2006,16
1,BREWEN,2004,13
1,BREWEN,2005,25
1,BREWEN,2006,18
1,BREWEN,2007,15
1,BREWEN,2008,14
1,BREWEN,2009,11
1,BRIAC,1992,11
1,BRIAC,1993,13
1,BRIAC,1994,11
1,BRIAC,1996,27
1,BRIAC,1997,37
1,BRIAC,1998,26
1,BRIAC,1999,21
1,BRIAC,2000,43
1,BRIAC,2001,46
1,BRIAC,2002,36
1,BRIAC,2003,35
1,BRIAC,2004,40
1,BRIAC,2005,41
1,BRIAC,2006,38
1,BRIAC,2007,29
1,BRIAC,2008,29
1,BRIAC,2009,26
1,BRIAC,2010,28
1,BRIAC,2011,20
1,BRIAC,2012,27
1,BRIAC,2013,17
1,BRIAC,2014,21
1,BRIAC,2016,21
1,BRIAC,2017,20
1,BRIAC,2018,15
1,BRIAC,2019,13
1,BRIAC,2020,14
1,BRIAC,2021,29
1,BRIAC,2022,13
1,BRIAN,1957,12
1,BRIAN,1959,10
1,BRIAN,1960,10
1,BRIAN,1961,11
1,BRIAN,1962,11
1,BRIAN,1963,11
1,BRIAN,1964,11
1,BRIAN,1966,11
1,BRIAN,1977,16
1,BRIAN,1980,17
1,BRIAN,1981,11
1,BRIAN,1982,16
1,BRIAN,1983,29
1,BRIAN,1984,46
1,BRIAN,1985,37
1,BRIAN,1986,64
1,BRIAN,1987,74
1,BRIAN,1988,122
1,BRIAN,1989,165
1,BRIAN,1990,234
1,BRIAN,1991,274
1,BRIAN,1992,311
1,BRIAN,1993,276
1,BRIAN,1994,275
1,BRIAN,1995,399
1,BRIAN,1996,460
1,BRIAN,1997,491
1,BRIAN,1998,486
1,BRIAN,1999,392
1,BRIAN,2000,351
1,BRIAN,2001,302
1,BRIAN,2002,250
1,BRIAN,2003,172
1,BRIAN,2004,163
1,BRIAN,2005,108
1,BRIAN,2006,118
1,BRIAN,2007,74
1,BRIAN,2008,52
1,BRIAN,2009,34
1,BRIAN,2011,16
1,BRICE,1920,10
1,BRICE,1949,13
1,BRICE,1951,10
1,BRICE,1952,11
1,BRICE,1953,15
1,BRICE,1956,17
1,BRICE,1957,19
1,BRICE,1958,18
1,BRICE,1959,30
1,BRICE,1960,28
1,BRICE,1961,39
1,BRICE,1962,52
1,BRICE,1963,61
1,BRICE,1964,67
1,BRICE,1965,64
1,BRICE,1966,83
1,BRICE,1967,96
1,BRICE,1968,77
1,BRICE,1969,146
1,BRICE,1970,180
1,BRICE,1971,249
1,BRICE,1972,297
1,BRICE,1973,312
1,BRICE,1974,347
1,BRICE,1975,378
1,BRICE,1976,384
1,BRICE,1977,559
1,BRICE,1978,647
1,BRICE,1979,754
1,BRICE,1980,940
1,BRICE,1981,1193
1,BRICE,1982,1071
1,BRICE,1983,923
1,BRICE,1984,892
1,BRICE,1985,887
1,BRICE,1986,877
1,BRICE,1987,941
1,BRICE,1988,966
1,BRICE,1989,920
1,BRICE,1990,894
1,BRICE,1991,883
1,BRICE,1992,753
1,BRICE,1993,629
1,BRICE,1994,556
1,BRICE,1995,587
1,BRICE,1996,642
1,BRICE,1997,626
1,BRICE,1998,663
1,BRICE,1999,748
1,BRICE,2000,776
1,BRICE,2001,707
1,BRICE,2002,597
1,BRICE,2003,530
1,BRICE,2004,465
1,BRICE,2005,276
1,BRICE,2006,84
1,BRICE,2007,86
1,BRICE,2008,45
1,BRICE,2009,50
1,BRICE,2010,44
1,BRICE,2011,17
1,BRICE,2012,38
1,BRICE,2013,29
1,BRICE,2014,12
1,BRIEUC,1980,14
1,BRIEUC,1982,11
1,BRIEUC,1985,13
1,BRIEUC,1986,17
1,BRIEUC,1987,25
1,BRIEUC,1988,15
1,BRIEUC,1989,19
1,BRIEUC,1990,25
1,BRIEUC,1991,23
1,BRIEUC,1992,36
1,BRIEUC,1993,32
1,BRIEUC,1994,34
1,BRIEUC,1995,59
1,BRIEUC,1996,53
1,BRIEUC,1997,56
1,BRIEUC,1998,65
1,BRIEUC,1999,58
1,BRIEUC,2000,70
1,BRIEUC,2001,81
1,BRIEUC,2002,50
1,BRIEUC,2003,63
1,BRIEUC,2004,59
1,BRIEUC,2005,59
1,BRIEUC,2006,63
1,BRIEUC,2007,53
1,BRIEUC,2008,45
1,BRIEUC,2009,49
1,BRIEUC,2010,52
1,BRIEUC,2011,52
1,BRIEUC,2012,34
1,BRIEUC,2013,38
1,BRIEUC,2014,20
1,BRIEUC,2015,34
1,BRIEUC,2016,29
1,BRIEUC,2017,21
1,BRIEUC,2018,21
1,BRIEUC,2020,17
1,BRIEUC,2021,20
1,BRIEUC,2022,10
1,BRIGITTE,1954,10
1,BRONISLAS,1929,13
1,BRONISLAW,1924,17
1,BRONISLAW,1925,24
1,BRONISLAW,1926,21
1,BRONISLAW,1927,20
1,BRONISLAW,1928,15
1,BRONISLAW,1929,15
1,BRONISLAW,1930,29
1,BRONISLAW,1931,35
1,BRONISLAW,1932,27
1,BRONISLAW,1933,10
1,BRONISLAW,1934,14
1,BRONISLAW,1938,10
1,BRUCE,1957,16
1,BRUCE,1961,11
1,BRUCE,1963,10
1,BRUCE,1966,15
1,BRUCE,1968,15
1,BRUCE,1970,19
1,BRUCE,1971,29
1,BRUCE,1972,25
1,BRUCE,1973,34
1,BRUCE,1974,39
1,BRUCE,1975,44
1,BRUCE,1976,46
1,BRUCE,1977,47
1,BRUCE,1978,35
1,BRUCE,1979,11
1,BRUCE,1980,21
1,BRUCE,1981,16
1,BRUCE,1983,18
1,BRUCE,1984,12
1,BRUCE,1985,16
1,BRUCE,1988,14
1,BRUCE,1990,12
1,BRUCE,1995,13
1,BRUCE,1998,11
1,BRUCE,1999,16
1,BRUNO,1900,15
1,BRUNO,1901,19
1,BRUNO,1902,22
1,BRUNO,1903,12
1,BRUNO,1904,34
1,BRUNO,1905,13
1,BRUNO,1906,39
1,BRUNO,1907,29
1,BRUNO,1908,23
1,BRUNO,1909,42
1,BRUNO,1910,27
1,BRUNO,1911,32
1,BRUNO,1912,59
1,BRUNO,1913,56
1,BRUNO,1914,59
1,BRUNO,1915,38
1,BRUNO,1916,12
1,BRUNO,1917,21
1,BRUNO,1918,13
1,BRUNO,1919,16
1,BRUNO,1920,34
1,BRUNO,1921,49
1,BRUNO,1922,63
1,BRUNO,1923,94
1,BRUNO,1924,154
1,BRUNO,1925,207
1,BRUNO,1926,210
1,BRUNO,1927,163
1,BRUNO,1928,157
1,BRUNO,1929,161
1,BRUNO,1930,170
1,BRUNO,1931,208
1,BRUNO,1932,236
1,BRUNO,1933,220
1,BRUNO,1934,247
1,BRUNO,1935,265
1,BRUNO,1936,267
1,BRUNO,1937,328
1,BRUNO,1938,387
1,BRUNO,1939,290
1,BRUNO,1940,246
1,BRUNO,1941,313
1,BRUNO,1942,347
1,BRUNO,1943,375
1,BRUNO,1944,395
1,BRUNO,1945,387
1,BRUNO,1946,566
1,BRUNO,1947,724
1,BRUNO,1948,860
1,BRUNO,1949,1113
1,BRUNO,1950,1423
1,BRUNO,1951,1727
1,BRUNO,1952,2028
1,BRUNO,1953,2462
1,BRUNO,1954,3122
1,BRUNO,1955,4050
1,BRUNO,1956,4800
1,BRUNO,1957,5821
1,BRUNO,1958,7502
1,BRUNO,1959,8964
1,BRUNO,1960,9664
1,BRUNO,1961,10816
1,BRUNO,1962,11632
1,BRUNO,1963,12737
1,BRUNO,1964,12240
1,BRUNO,1965,11703
1,BRUNO,1966,10914
1,BRUNO,1967,9616
1,BRUNO,1968,8674
1,BRUNO,1969,7626
1,BRUNO,1970,7359
1,BRUNO,1971,7048
1,BRUNO,1972,5694
1,BRUNO,1973,4429
1,BRUNO,1974,3642
1,BRUNO,1975,2996
1,BRUNO,1976,2512
1,BRUNO,1977,2423
1,BRUNO,1978,2171
1,BRUNO,1979,2096
1,BRUNO,1980,1951
1,BRUNO,1981,1797
1,BRUNO,1982,1860
1,BRUNO,1983,1585
1,BRUNO,1984,1347
1,BRUNO,1985,1314
1,BRUNO,1986,1201
1,BRUNO,1987,1185
1,BRUNO,1988,984
1,BRUNO,1989,835
1,BRUNO,1990,749
1,BRUNO,1991,608
1,BRUNO,1992,501
1,BRUNO,1993,438
1,BRUNO,1994,404
1,BRUNO,1995,353
1,BRUNO,1996,319
1,BRUNO,1997,353
1,BRUNO,1998,235
1,BRUNO,1999,215
1,BRUNO,2000,222
1,BRUNO,2001,189
1,BRUNO,2002,138
1,BRUNO,2003,129
1,BRUNO,2004,115
1,BRUNO,2005,99
1,BRUNO,2006,78
1,BRUNO,2007,76
1,BRUNO,2008,59
1,BRUNO,2009,52
1,BRUNO,2010,56
1,BRUNO,2011,25
1,BRUNO,2012,27
1,BRUNO,2013,24
1,BRUNO,2014,34
1,BRUNO,2015,24
1,BRUNO,2016,11
1,BRUNO,2019,13
1,BRUNO,2021,12
1,BRYAN,1982,14
1,BRYAN,1983,17
1,BRYAN,1984,17
1,BRYAN,1985,27
1,BRYAN,1986,68
1,BRYAN,1987,43
1,BRYAN,1988,101
1,BRYAN,1989,200
1,BRYAN,1990,301
1,BRYAN,1991,601
1,BRYAN,1992,829
1,BRYAN,1993,720
1,BRYAN,1994,1046
1,BRYAN,1995,1220
1,BRYAN,1996,1533
1,BRYAN,1997,1641
1,BRYAN,1998,1378
1,BRYAN,1999,1364
1,BRYAN,2000,1612
1,BRYAN,2001,1267
1,BRYAN,2002,1250
1,BRYAN,2003,1066
1,BRYAN,2004,984
1,BRYAN,2005,863
1,BRYAN,2006,778
1,BRYAN,2007,587
1,BRYAN,2008,547
1,BRYAN,2009,436
1,BRYAN,2010,378
1,BRYAN,2011,307
1,BRYAN,2012,283
1,BRYAN,2013,236
1,BRYAN,2014,223
1,BRYAN,2015,229
1,BRYAN,2016,216
1,BRYAN,2017,209
1,BRYAN,2018,193
1,BRYAN,2019,154
1,BRYAN,2020,171
1,BRYAN,2021,136
1,BRYAN,2022,123
1,BURAK,1992,11
1,BURAK,1994,10
1,BURAK,1997,19
1,BURAK,1998,12
1,BURAK,1999,19
1,BURAK,2001,12
1,BURAK,2002,19
1,BURAK,2004,20
1,BURAK,2005,12
1,BURAK,2007,19
1,BURAK,2008,14
1,BURAK,2009,14
1,BURAK,2012,13
1,BYRON,2008,10
1,CALEB,2015,12
1,CALEB,2016,11
1,CALEB,2017,25
1,CALEB,2018,18
1,CALEB,2019,38
1,CALEB,2020,55
1,CALEB,2021,59
1,CALEB,2022,78
1,CALIXTE,1901,26
1,CALIXTE,1902,14
1,CALIXTE,1904,12
1,CALIXTE,1906,20
1,CALIXTE,1907,10
1,CALIXTE,1908,18
1,CALIXTE,1909,10
1,CALIXTE,1911,13
1,CALIXTE,1912,24
1,CALIXTE,1914,16
1,CALIXTE,1915,17
1,CALIXTE,1920,10
1,CALIXTE,1921,15
1,CALIXTE,1922,11
1,CALIXTE,1924,16
1,CALIXTE,1925,11
1,CALIXTE,1926,12
1,CALIXTE,1927,11
1,CALIXTE,1928,20
1,CALIXTE,1929,10
1,CALIXTE,1939,15
1,CALIXTE,1945,10
1,CALIXTE,1955,15
1,CALIXTE,2005,13
1,CALIXTE,2006,18
1,CALIXTE,2007,27
1,CALIXTE,2008,22
1,CALIXTE,2009,38
1,CALIXTE,2010,31
1,CALIXTE,2011,26
1,CALIXTE,2012,30
1,CALIXTE,2013,19
1,CALIXTE,2014,19
1,CALIXTE,2015,33
1,CALIXTE,2016,23
1,CALIXTE,2017,35
1,CALIXTE,2018,28
1,CALIXTE,2019,13
1,CALIXTE,2020,36
1,CALIXTE,2021,36
1,CALIXTE,2022,30
1,CALOGERO,1952,12
1,CALOGERO,1957,18
1,CALOGERO,1958,27
1,CALOGERO,1959,29
1,CALOGERO,1960,55
1,CALOGERO,1961,47
1,CALOGERO,1962,39
1,CALOGERO,1963,33
1,CALOGERO,1964,41
1,CALOGERO,1965,35
1,CALOGERO,1966,21
1,CALOGERO,1967,19
1,CALOGERO,1968,23
1,CALOGERO,1969,12
1,CALOGERO,1970,13
1,CALOGERO,1971,11
1,CALVIN,1995,31
1,CALVIN,1996,43
1,CALVIN,1997,136
1,CALVIN,1998,130
1,CALVIN,1999,124
1,CALVIN,2000,144
1,CALVIN,2001,158
1,CALVIN,2002,87
1,CALVIN,2003,78
1,CALVIN,2004,118
1,CALVIN,2005,104
1,CALVIN,2006,156
1,CALVIN,2007,164
1,CALVIN,2008,135
1,CALVIN,2009,129
1,CALVIN,2010,131
1,CALVIN,2011,163
1,CALVIN,2012,116
1,CALVIN,2013,146
1,CALVIN,2014,113
1,CALVIN,2015,116
1,CALVIN,2016,81
1,CALVIN,2017,88
1,CALVIN,2018,61
1,CALVIN,2019,35
1,CALVIN,2020,16
1,CAMEL,1961,13
1,CAMEL,1969,10
1,CAMEL,1973,12
1,CAMERON,1997,16
1,CAMERON,1998,34
1,CAMERON,1999,41
1,CAMERON,2000,51
1,CAMERON,2001,39
1,CAMERON,2002,64
1,CAMERON,2003,40
1,CAMERON,2004,77
1,CAMERON,2005,129
1,CAMERON,2006,106
1,CAMERON,2007,216
1,CAMERON,2008,206
1,CAMERON,2009,219
1,CAMERON,2010,230
1,CAMERON,2011,210
1,CAMERON,2012,181
1,CAMERON,2013,191
1,CAMERON,2014,177
1,CAMERON,2015,131
1,CAMERON,2016,170
1,CAMERON,2017,119
1,CAMERON,2018,158
1,CAMERON,2019,205
1,CAMERON,2020,166
1,CAMERON,2021,192
1,CAMERON,2022,138
1,CAMIL,1997,15
1,CAMIL,1998,20
1,CAMIL,1999,15
1,CAMIL,2002,23
1,CAMIL,2003,11
1,CAMIL,2004,22
1,CAMIL,2005,20
1,CAMIL,2006,30
1,CAMIL,2007,56
1,CAMIL,2008,62
1,CAMIL,2009,61
1,CAMIL,2010,99
1,CAMIL,2011,107
1,CAMIL,2012,92
1,CAMIL,2013,81
1,CAMIL,2014,85
1,CAMIL,2015,85
1,CAMIL,2016,115
1,CAMIL,2017,131
1,CAMIL,2018,90
1,CAMIL,2019,59
1,CAMIL,2020,45
1,CAMIL,2021,59
1,CAMIL,2022,62
1,CAMILLE,1900,1188
1,CAMILLE,1901,1264
1,CAMILLE,1902,1298
1,CAMILLE,1903,1285
1,CAMILLE,1904,1422
1,CAMILLE,1905,1436
1,CAMILLE,1906,1409
1,CAMILLE,1907,1442
1,CAMILLE,1908,1504
1,CAMILLE,1909,1514
1,CAMILLE,1910,1591
1,CAMILLE,1911,1403
1,CAMILLE,1912,1484
1,CAMILLE,1913,1417
1,CAMILLE,1914,1424
1,CAMILLE,1915,854
1,CAMILLE,1916,720
1,CAMILLE,1917,790
1,CAMILLE,1918,893
1,CAMILLE,1919,932
1,CAMILLE,1920,1510
1,CAMILLE,1921,1432
1,CAMILLE,1922,1334
1,CAMILLE,1923,1266
1,CAMILLE,1924,1236
1,CAMILLE,1925,1141
1,CAMILLE,1926,1097
1,CAMILLE,1927,1078
1,CAMILLE,1928,1004
1,CAMILLE,1929,1002
1,CAMILLE,1930,911
1,CAMILLE,1931,936
1,CAMILLE,1932,804
1,CAMILLE,1933,724
1,CAMILLE,1934,723
1,CAMILLE,1935,655
1,CAMILLE,1936,543
1,CAMILLE,1937,538
1,CAMILLE,1938,473
1,CAMILLE,1939,441
1,CAMILLE,1940,377
1,CAMILLE,1941,313
1,CAMILLE,1942,351
1,CAMILLE,1943,327
1,CAMILLE,1944,303
1,CAMILLE,1945,280
1,CAMILLE,1946,403
1,CAMILLE,1947,366
1,CAMILLE,1948,301
1,CAMILLE,1949,342
1,CAMILLE,1950,255
1,CAMILLE,1951,217
1,CAMILLE,1952,206
1,CAMILLE,1953,215
1,CAMILLE,1954,173
1,CAMILLE,1955,167
1,CAMILLE,1956,147
1,CAMILLE,1957,113
1,CAMILLE,1958,111
1,CAMILLE,1959,123
1,CAMILLE,1960,113
1,CAMILLE,1961,95
1,CAMILLE,1962,78
1,CAMILLE,1963,90
1,CAMILLE,1964,83
1,CAMILLE,1965,79
1,CAMILLE,1966,73
1,CAMILLE,1967,52
1,CAMILLE,1968,43
1,CAMILLE,1969,61
1,CAMILLE,1970,40
1,CAMILLE,1971,56
1,CAMILLE,1972,40
1,CAMILLE,1973,37
1,CAMILLE,1974,20
1,CAMILLE,1975,33
1,CAMILLE,1976,29
1,CAMILLE,1977,65
1,CAMILLE,1978,82
1,CAMILLE,1979,136
1,CAMILLE,1980,160
1,CAMILLE,1981,219
1,CAMILLE,1982,234
1,CAMILLE,1983,333
1,CAMILLE,1984,348
1,CAMILLE,1985,431
1,CAMILLE,1986,513
1,CAMILLE,1987,463
1,CAMILLE,1988,534
1,CAMILLE,1989,598
1,CAMILLE,1990,632
1,CAMILLE,1991,634
1,CAMILLE,1992,527
1,CAMILLE,1993,494
1,CAMILLE,1994,470
1,CAMILLE,1995,453
1,CAMILLE,1996,444
1,CAMILLE,1997,461
1,CAMILLE,1998,451
1,CAMILLE,1999,386
1,CAMILLE,2000,362
1,CAMILLE,2001,303
1,CAMILLE,2002,281
1,CAMILLE,2003,295
1,CAMILLE,2004,369
1,CAMILLE,2005,335
1,CAMILLE,2006,416
1,CAMILLE,2007,445
1,CAMILLE,2008,532
1,CAMILLE,2009,536
1,CAMILLE,2010,681
1,CAMILLE,2011,872
1,CAMILLE,2012,862
1,CAMILLE,2013,945
1,CAMILLE,2014,969
1,CAMILLE,2015,1045
1,CAMILLE,2016,1048
1,CAMILLE,2017,1026
1,CAMILLE,2018,1112
1,CAMILLE,2019,1054
1,CAMILLE,2020,1026
1,CAMILLE,2021,1062
1,CAMILLE,2022,1073
1,CAMRON,2007,10
1,CAMRON,2008,13
1,CAMRON,2009,20
1,CAMRON,2010,16
1,CAMRON,2011,14
1,CAMRON,2012,11
1,CAN,1998,15
1,CAN,1999,16
1,CAN,2000,14
1,CAN,2001,11
1,CAN,2002,13
1,CAN,2003,15
1,CAN,2014,10
1,CARL,1960,12
1,CARL,1963,24
1,CARL,1964,43
1,CARL,1965,28
1,CARL,1966,23
1,CARL,1967,40
1,CARL,1968,29
1,CARL,1969,58
1,CARL,1970,57
1,CARL,1971,63
1,CARL,1972,71
1,CARL,1973,69
1,CARL,1974,98
1,CARL,1975,70
1,CARL,1976,63
1,CARL,1977,44
1,CARL,1978,22
1,CARL,1979,34
1,CARL,1980,38
1,CARL,1981,24
1,CARL,1982,24
1,CARL,1983,27
1,CARL,1984,52
1,CARL,1985,44
1,CARL,1986,32
1,CARL,1987,27
1,CARL,1988,28
1,CARL,1989,62
1,CARL,1990,43
1,CARL,1991,59
1,CARL,1992,37
1,CARL,1993,43
1,CARL,1994,54
1,CARL,1995,45
1,CARL,1996,48
1,CARL,1997,55
1,CARL,1998,71
1,CARL,1999,56
1,CARL,2000,51
1,CARL,2001,65
1,CARL,2002,52
1,CARL,2003,42
1,CARL,2004,39
1,CARL,2005,48
1,CARL,2006,47
1,CARL,2007,31
1,CARL,2008,48
1,CARL,2009,37
1,CARL,2010,41
1,CARL,2011,36
1,CARL,2012,31
1,CARL,2013,24
1,CARL,2014,45
1,CARL,2015,33
1,CARL,2016,44
1,CARL,2017,52
1,CARL,2018,62
1,CARL,2019,48
1,CARL,2020,31
1,CARL,2021,36
1,CARL,2022,31
1,CARLO,1926,20
1,CARLO,1959,17
1,CARLO,1960,33
1,CARLO,1961,19
1,CARLO,1962,15
1,CARLO,1963,43
1,CARLO,1964,15
1,CARLO,1965,32
1,CARLO,1966,21
1,CARLO,1967,11
1,CARLO,1968,18
1,CARLO,1969,21
1,CARLO,1970,21
1,CARLO,1971,43
1,CARLO,1973,10
1,CARLOS,1905,10
1,CARLOS,1913,11
1,CARLOS,1939,12
1,CARLOS,1952,11
1,CARLOS,1954,17
1,CARLOS,1955,13
1,CARLOS,1956,14
1,CARLOS,1957,15
1,CARLOS,1958,12
1,CARLOS,1959,20
1,CARLOS,1960,15
1,CARLOS,1961,43
1,CARLOS,1962,47
1,CARLOS,1963,82
1,CARLOS,1964,104
1,CARLOS,1965,145
1,CARLOS,1966,218
1,CARLOS,1967,307
1,CARLOS,1968,342
1,CARLOS,1969,467
1,CARLOS,1970,556
1,CARLOS,1971,809
1,CARLOS,1972,800
1,CARLOS,1973,810
1,CARLOS,1974,679
1,CARLOS,1975,521
1,CARLOS,1976,412
1,CARLOS,1977,319
1,CARLOS,1978,261
1,CARLOS,1979,164
1,CARLOS,1980,134
1,CARLOS,1981,108
1,CARLOS,1982,76
1,CARLOS,1983,81
1,CARLOS,1984,52
1,CARLOS,1985,42
1,CARLOS,1986,30
1,CARLOS,1987,13
1,CARLOS,1988,12
1,CARLOS,1989,21
1,CARLOS,1990,10
1,CARLOS,1992,14
1,CARLOS,1998,17
1,CARLOS,2000,18
1,CARLOS,2019,13
1,CARLOS,2021,13
1,CARLU,2013,12
1,CARLU,2016,13
1,CARLU,2017,10
1,CARLU,2018,10
1,CARLU,2022,16
1,CARMELO,1957,11
1,CARMELO,1958,19
1,CARMELO,1959,24
1,CARMELO,1960,42
1,CARMELO,1961,46
1,CARMELO,1962,30
1,CARMELO,1963,31
1,CARMELO,1964,42
1,CARMELO,1965,28
1,CARMELO,1966,33
1,CARMELO,1967,11
1,CARMELO,1968,19
1,CARMELO,1969,14
1,CARMELO,1970,13
1,CARMELO,1971,11
1,CARMELO,1972,12
1,CARMELO,1973,14
1,CARMELO,1974,10
1,CAROL,1954,10
1,CAROL,1958,12
1,CASEY,2011,11
1,CASIMIR,1900,87
1,CASIMIR,1901,114
1,CASIMIR,1902,132
1,CASIMIR,1903,115
1,CASIMIR,1904,75
1,CASIMIR,1905,113
1,CASIMIR,1906,108
1,CASIMIR,1907,109
1,CASIMIR,1908,59
1,CASIMIR,1909,96
1,CASIMIR,1910,114
1,CASIMIR,1911,87
1,CASIMIR,1912,101
1,CASIMIR,1913,93
1,CASIMIR,1914,63
1,CASIMIR,1915,44
1,CASIMIR,1916,36
1,CASIMIR,1917,48
1,CASIMIR,1918,33
1,CASIMIR,1919,34
1,CASIMIR,1920,56
1,CASIMIR,1921,59
1,CASIMIR,1922,81
1,CASIMIR,1923,76
1,CASIMIR,1924,109
1,CASIMIR,1925,167
1,CASIMIR,1926,146
1,CASIMIR,1927,148
1,CASIMIR,1928,117
1,CASIMIR,1929,131
1,CASIMIR,1930,163
1,CASIMIR,1931,210
1,CASIMIR,1932,192
1,CASIMIR,1933,122
1,CASIMIR,1934,110
1,CASIMIR,1935,105
1,CASIMIR,1936,79
1,CASIMIR,1937,48
1,CASIMIR,1938,73
1,CASIMIR,1939,59
1,CASIMIR,1940,67
1,CASIMIR,1941,54
1,CASIMIR,1942,53
1,CASIMIR,1943,26
1,CASIMIR,1944,37
1,CASIMIR,1945,22
1,CASIMIR,1946,60
1,CASIMIR,1947,51
1,CASIMIR,1948,24
1,CASIMIR,1949,34
1,CASIMIR,1950,35
1,CASIMIR,1952,26
1,CASIMIR,1953,17
1,CASIMIR,1954,31
1,CASIMIR,1955,28
1,CASIMIR,1956,24
1,CASIMIR,1957,11
1,CASIMIR,1958,14
1,CASIMIR,1959,18
1,CASIMIR,1960,10
1,CASIMIR,1961,13
1,CASIMIR,1963,17
1,CASIMIR,1965,12
1,CASIMIR,1966,14
1,CASSIAN,2020,12
1,CATHERINE,1932,10
1,CATHERINE,1945,10
1,CATHERINE,1948,12
1,CAYDEN,2019,38
1,CAYDEN,2020,94
1,CAYDEN,2021,63
1,CAYDEN,2022,62
1,CEDRIC,1961,11
1,CEDRIC,1962,14
1,CEDRIC,1963,21
1,CEDRIC,1964,35
1,CEDRIC,1965,80
1,CEDRIC,1966,132
1,CEDRIC,1967,197
1,CEDRIC,1968,343
1,CEDRIC,1969,681
1,CEDRIC,1970,1052
1,CEDRIC,1971,1890
1,CEDRIC,1972,3407
1,CEDRIC,1973,5124
1,CEDRIC,1974,6760
1,CEDRIC,1975,7080
1,CEDRIC,1976,7573
1,CEDRIC,1977,7976
1,CEDRIC,1978,10577
1,CEDRIC,1979,10360
1,CEDRIC,1980,9293
1,CEDRIC,1981,9259
1,CEDRIC,1982,8804
1,CEDRIC,1983,6994
1,CEDRIC,1984,6123
1,CEDRIC,1985,5959
1,CEDRIC,1986,5353
1,CEDRIC,1987,4801
1,CEDRIC,1988,4020
1,CEDRIC,1989,3478
1,CEDRIC,1990,3179
1,CEDRIC,1991,2702
1,CEDRIC,1992,2203
1,CEDRIC,1993,2098
1,CEDRIC,1994,1757
1,CEDRIC,1995,1537
1,CEDRIC,1996,1341
1,CEDRIC,1997,1147
1,CEDRIC,1998,1155
1,CEDRIC,1999,887
1,CEDRIC,2000,826
1,CEDRIC,2001,648
1,CEDRIC,2002,602
1,CEDRIC,2003,510
1,CEDRIC,2004,403
1,CEDRIC,2005,305
1,CEDRIC,2006,260
1,CEDRIC,2007,184
1,CEDRIC,2008,161
1,CEDRIC,2009,115
1,CEDRIC,2010,68
1,CEDRIC,2011,39
1,CEDRIC,2012,63
1,CEDRIC,2013,45
1,CEDRIC,2014,20
1,CEDRIC,2016,10
1,CEDRIC,2017,16
1,CEDRIC,2018,11
1,CEDRIC,2019,13
1,CEDRIC,2020,18
1,CEDRICK,1970,11
1,CEDRICK,1971,20
1,CEDRICK,1972,35
1,CEDRICK,1973,39
1,CEDRICK,1974,74
1,CEDRICK,1975,69
1,CEDRICK,1976,79
1,CEDRICK,1977,51
1,CEDRICK,1978,43
1,CEDRICK,1979,83
1,CEDRICK,1980,76
1,CEDRICK,1981,54
1,CEDRICK,1982,51
1,CEDRICK,1983,49
1,CEDRICK,1984,28
1,CEDRICK,1985,35
1,CEDRICK,1986,17
1,CEDRICK,1987,15
1,CEDRICK,1993,10
1,CEDRIK,1972,12
1,CEDRIK,1973,28
1,CEDRIK,1974,47
1,CEDRIK,1975,33
1,CEDRIK,1976,22
1,CEDRIK,1978,12
1,CELESTIN,1900,220
1,CELESTIN,1901,298
1,CELESTIN,1902,267
1,CELESTIN,1903,271
1,CELESTIN,1904,250
1,CELESTIN,1905,294
1,CELESTIN,1906,295
1,CELESTIN,1907,276
1,CELESTIN,1908,299
1,CELESTIN,1909,257
1,CELESTIN,1910,235
1,CELESTIN,1911,245
1,CELESTIN,1912,242
1,CELESTIN,1913,234
1,CELESTIN,1914,219
1,CELESTIN,1915,141
1,CELESTIN,1916,72
1,CELESTIN,1917,86
1,CELESTIN,1918,90
1,CELESTIN,1919,103
1,CELESTIN,1920,190
1,CELESTIN,1921,153
1,CELESTIN,1922,135
1,CELESTIN,1923,140
1,CELESTIN,1924,118
1,CELESTIN,1925,137
1,CELESTIN,1926,109
1,CELESTIN,1927,108
1,CELESTIN,1928,76
1,CELESTIN,1929,97
1,CELESTIN,1930,66
1,CELESTIN,1931,65
1,CELESTIN,1932,54
1,CELESTIN,1933,59
1,CELESTIN,1934,40
1,CELESTIN,1935,46
1,CELESTIN,1936,32
1,CELESTIN,1937,26
1,CELESTIN,1938,38
1,CELESTIN,1939,39
1,CELESTIN,1940,42
1,CELESTIN,1941,12
1,CELESTIN,1942,15
1,CELESTIN,1943,19
1,CELESTIN,1944,16
1,CELESTIN,1946,14
1,CELESTIN,1947,15
1,CELESTIN,1948,27
1,CELESTIN,1949,16
1,CELESTIN,1950,15
1,CELESTIN,1951,27
